,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
225779,363005,40,579000,2319  NE PARK DR   ,2319 ,PARK                     ,,2.0,8,770,0,730,0,1500,670,0,0,670,0,Y,50,0,90,5,2,2,0,1,1,1,0,0,0,2006,0,3,24,23,SE,75.0,9.0,ISSAQUAH,3094,2,2,4,2,0,1,09/05/2019,2019
225781,363005,130,565000,2373  NE PARK DR   98029,2373 ,PARK                     ,98029,2.0,8,540,0,510,0,1050,540,0,0,540,0, ,30,0,0,5,2,3,1,0,2,1,0,0,0,2006,0,3,24,23,SE,75.0,9.0,ISSAQUAH,1107,2,2,4,2,0,1,02/08/2019,2019
225813,363009,90,1010000,1771   28TH AVE NE  98029,1771 ,28TH                     ,98029,2.5,9,1090,290,1160,0,3030,1330,490,10,840,0, ,210,0,260,5,2,4,1,0,3,2,0,0,0,2006,0,3,24,23,SE,75.0,9.0,ISSAQUAH,2147,2,2,4,2,0,0,10/17/2019,2019
225824,363010,20,680000,110   6TH AVE NE  98027,110  ,6TH                      ,98027,2.0,8,1040,0,380,0,1420,0,0,0,0,0,N,70,0,440,5,3,3,0,0,2,0,1,0,0,1982,0,3,24,27,SE,65.0,11.0,ISSAQUAH,9583,2,2,4,0,0,2,07/03/2019,2019
225826,363012,540,930000,2125  NE NEWTON LN   98029,2125 ,NEWTON                   ,98029,2.0,9,1460,0,830,0,2290,0,0,0,0,490, ,330,0,0,5,2,3,1,0,3,1,0,0,0,2006,0,3,24,23,NE,75.0,9.0,ISSAQUAH,3977,2,2,4,2,0,0,07/16/2019,2019
225846,363018,630,1225000,2727  NE DAPHNE ST   98027,2727 ,DAPHNE                   ,98027,2.0,10,1720,0,1810,0,3530,0,0,0,0,690, ,180,0,0,5,2,4,1,0,2,1,0,0,0,2007,0,3,24,26,NE,75.0,9.0,ISSAQUAH,6175,2,2,4,2,0,0,05/30/2019,2019
225852,675970,30,500000,414  N 143RD ST   98133,414  ,143RD                    ,98133,1.0,7,1100,0,0,0,1100,0,0,0,0,290, ,150,0,0,5,2,3,0,0,1,1,0,0,0,1954,0,3,26,19,NW,6.0,4.0,SEATTLE,7200,2,2,4,0,0,0,07/26/2019,2019
225903,679960,240,1150000,1847   248TH PL SE  ,1847 ,248TH                    ,,2.0,9,1640,0,1940,0,3580,0,0,0,0,640, ,70,0,0,5,2,5,1,1,2,1,0,0,0,2010,0,3,24,2,SW,69.0,5.0,SAMMAMISH,6301,2,2,4,2,0,0,08/26/2019,2019
225906,680150,10,662000,13119   103RD PL NE  98034,13119,103RD                    ,98034,1.0,7,1560,0,0,0,1560,0,0,0,0,0, ,100,0,0,5,2,4,0,1,1,1,0,0,0,1910,1978,4,26,29,NW,73.0,4.0,KIRKLAND,9212,2,2,4,0,0,0,06/26/2019,2019
225912,421550,60,580000,953   GRAHAM AVE NE  98059,953  ,GRAHAM                   ,98059,2.0,7,1040,0,920,0,1960,0,0,0,0,640,N,0,0,0,5,2,4,1,0,2,2,0,0,0,2001,0,3,23,10,NE,32.0,4.0,RENTON,5754,2,2,4,2,0,0,10/02/2019,2019
225936,421960,380,625000,4619  NE 2ND ST   ,4619 ,2ND                      ,,2.0,8,990,0,1150,0,2140,0,0,0,0,410,N,90,0,0,5,2,4,1,0,2,1,0,0,0,2005,0,3,23,15,NW,32.0,5.0,RENTON,4751,2,2,4,0,0,0,07/25/2019,2019
225943,230140,830,1175000,7018   PALATINE AVE N  98103,7018 ,PALATINE                 ,98103,1.5,8,1370,700,0,0,3070,1350,1000,8,0,0, ,130,0,0,5,2,4,1,0,2,0,1,0,0,1913,0,5,25,1,SE,82.0,11.0,SEATTLE,4840,2,2,4,2,0,0,08/26/2019,2019
225961,229140,368,499950,10522 C  WHITMAN AVE N  98133,10522,WHITMAN                  ,98133,2.0,8,650,0,650,0,1300,0,0,0,0,0, ,30,0,0,5,2,2,1,0,1,1,0,0,0,1968,2018,3,26,30,SW,6.0,4.0,SEATTLE,3146,2,2,4,0,0,0,01/16/2019,2019
225964,363022,50,1025000,2552   22ND CT NE  ,2552 ,22ND                     ,,2.0,9,1200,0,1500,0,3590,1460,890,8,570,0,Y,360,0,0,5,2,4,1,0,3,2,0,0,0,2007,0,3,24,23,NE,75.0,9.0,ISSAQUAH,4536,2,2,4,2,0,0,03/05/2019,2019
225992,231003,330,389950,22000  SE 277TH ST   98038,22000,277TH                    ,98038,2.0,8,860,0,710,0,1570,0,0,0,0,440, ,0,0,340,5,2,3,1,1,1,0,1,0,0,1993,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,6897,2,2,4,0,0,0,05/01/2019,2019
225993,231007,110,562800,22643   275TH PL NE  ,22643,275TH                    ,,2.0,8,980,0,1420,0,2400,0,0,0,0,380,N,260,0,0,5,2,3,1,0,2,1,0,0,0,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,4883,2,2,4,2,0,0,03/19/2019,2019
225997,231240,200,405000,28216   MILITARY RD S  98003,28216,MILITARY                 ,98003,1.0,7,1150,0,0,0,1510,600,360,7,240,160,Y,0,0,0,5,2,3,1,0,2,0,1,0,0,1990,0,5,22,33,SE,26.0,10.0,FEDERAL WAY,10875,2,2,4,0,0,2,08/19/2019,2019
225999,231390,565,800000,3406   WALNUT AVE SW  98116,3406 ,WALNUT                   ,98116,1.5,7,820,530,0,0,1350,820,0,0,0,0,N,0,90,50,5,2,4,0,0,1,0,0,0,0,1927,0,3,24,14,NE,48.0,6.0,SEATTLE,4000,2,2,4,2,0,0,05/07/2019,2019
226003,363410,15,540000,7724   RENTON AVE S  98118,7724 ,RENTON                   ,98118,1.0,7,1110,0,0,0,2220,1110,1110,5,0,0,Y,0,0,0,6,2,3,0,0,2,0,1,0,1,1953,0,4,24,27,SE,21.0,3.0,SEATTLE,5500,2,2,4,2,0,1,08/12/2019,2019
226006,364410,116,612500,2915  S JUDKINS ST   98144,2915 ,JUDKINS                  ,98144,2.0,6,700,0,620,0,1700,380,380,6,0,0, ,70,0,0,5,3,4,0,0,2,0,0,0,0,1907,0,3,24,4,SE,15.0,11.0,SEATTLE,1600,2,2,4,2,0,0,11/13/2019,2019
226018,363022,40,1025000,2560   22ND CT NE  ,2560 ,22ND                     ,,2.0,9,1490,0,1460,0,3790,1470,840,8,630,0,Y,90,0,0,5,2,4,1,0,3,2,0,0,0,2007,0,3,24,23,NE,75.0,9.0,ISSAQUAH,4211,2,2,4,2,0,0,05/30/2019,2019
226050,363022,300,1025000,2188  NE MORGAN LN   ,2188 ,MORGAN                   ,,2.0,9,1160,0,1400,0,2920,1190,360,8,830,0,Y,360,0,0,7,2,4,1,0,3,1,0,0,0,2012,0,3,24,23,NE,75.0,9.0,ISSAQUAH,4017,2,2,4,2,0,0,02/20/2019,2019
226057,795270,21,500000,15024   DENSMORE AVE N  98133,15024,DENSMORE                 ,98133,1.0,7,1010,0,0,0,1010,0,0,0,0,0,N,0,0,0,4,3,3,1,0,1,0,0,0,0,1952,0,4,26,18,SE,2.0,6.0,SHORELINE,7500,2,2,4,2,0,0,04/03/2019,2019
226064,363100,60,975000,1411   166TH PL NE  98008,1411 ,166TH                    ,98008,2.0,8,1850,0,750,0,2600,0,0,0,0,440,N,20,0,660,5,2,6,0,1,3,1,0,0,0,1967,2007,3,25,25,SW,67.0,12.0,BELLEVUE,8400,2,2,4,0,0,0,09/19/2019,2019
226079,231007,120,549900,22649  SE 275TH PL   ,22649,275TH                    ,,2.0,8,980,0,1420,0,2400,0,0,0,0,380,N,260,0,0,5,2,3,1,0,2,1,0,0,0,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,4981,2,2,4,2,0,0,03/07/2019,2019
226081,231007,130,549900,22707  SE 275TH PL   ,22707,275TH                    ,,2.0,8,980,0,1420,0,2400,0,0,0,0,380,N,260,0,0,5,2,3,1,0,2,1,0,0,0,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,5120,2,2,4,2,0,0,03/08/2019,2019
226084,363024,80,752000,1189  NE HIGH ST   ,1189 ,HIGH                     ,,2.0,9,840,0,820,0,2000,780,340,9,430,0,Y,0,0,100,5,2,3,2,0,2,1,0,0,0,2007,0,3,24,23,SW,75.0,9.0,ISSAQUAH,1427,2,2,4,2,0,0,08/06/2019,2019
226086,364510,356,618000,10504   DAYTON AVE N  ,10504,DAYTON                   ,,2.0,8,520,0,530,0,1510,460,460,8,0,0,Y,0,0,400,3,3,3,1,0,2,1,0,0,0,2016,0,3,26,30,SW,6.0,4.0,SEATTLE,655,2,2,4,2,0,1,11/27/2019,2019
226106,229490,90,615000,14310   258TH AVE SE  98027,14310,258TH                    ,98027,1.0,7,1900,0,0,0,1900,0,0,0,0,0,N,120,0,0,4,3,3,1,1,1,1,0,0,0,1971,0,4,23,14,SE,66.0,2.0,KING COUNTY,25000,1,1,4,0,0,0,09/04/2019,2019
226109,230140,255,1040000,7214   SYCAMORE AVE NW  98117,7214 ,SYCAMORE                 ,98117,1.5,7,1050,500,0,0,2500,1030,950,7,0,0, ,80,40,0,5,2,3,0,0,2,0,1,0,0,1911,0,4,25,1,SE,82.0,11.0,SEATTLE,5000,2,2,4,2,0,0,05/30/2019,2019
226110,230970,90,382000,295   BONDGARD AVE E  98022,295  ,BONDGARD                 ,98022,2.0,8,1130,0,1340,0,2470,0,0,0,0,440, ,90,0,0,7,2,4,1,0,2,1,0,0,0,2006,0,3,20,25,NE,41.0,3.0,ENUMCLAW,4500,2,2,4,2,0,0,02/05/2019,2019
226124,231001,90,423000,27412   227TH PL SE  98038,27412,227TH                    ,98038,1.0,7,1180,0,0,0,1570,700,390,7,310,130,Y,0,0,160,4,3,3,1,0,1,1,0,0,0,1990,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,7200,2,2,4,0,0,0,07/25/2019,2019
226131,232203,9107,650000,24107   49TH PL SW  98070,24107,49TH                     ,98070,2.0,8,1640,0,500,0,2140,0,0,0,0,620, ,0,0,310,5,2,3,0,0,2,0,0,0,0,1991,0,4,22,23,NW,100.0,7.0,KING COUNTY,12260,1,1,4,2,0,0,06/05/2019,2019
226134,232205,9051,465000,24241   156TH AVE SE  98042,24241,156TH                    ,98042,1.0,7,1310,0,0,0,2060,1170,750,7,0,530,N,0,0,0,5,1,4,0,1,1,0,1,0,1,1961,0,3,22,23,NW,60.0,2.0,KING COUNTY,167706,1,1,4,2,0,0,10/15/2019,2019
226166,231001,120,410000,27430   227TH PL SE  98038,27430,227TH                    ,98038,1.0,7,1180,0,0,0,1570,700,390,7,310,130,Y,0,0,0,4,3,3,1,1,1,1,0,0,0,1990,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,7204,2,2,4,0,0,0,12/13/2019,2019
226197,231007,160,558900,22727  SE 275TH PL   ,22727,275TH                    ,,2.0,8,1000,0,1520,0,2520,0,0,0,0,430,N,250,0,0,5,2,3,1,0,2,1,0,0,1,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,5252,2,2,4,2,0,0,02/22/2019,2019
226201,231390,740,607500,3414   40TH AVE SW  98116,3414 ,40TH                     ,98116,1.0,7,1470,0,0,0,2500,1030,1030,7,0,0,N,0,0,430,5,2,4,0,1,2,1,0,0,0,1940,2019,3,24,14,NE,48.0,6.0,SEATTLE,3750,2,2,4,2,0,0,08/20/2019,2019
226219,230970,250,420000,281   PETERSEN DR E  ,281  ,PETERSEN                 ,,2.0,8,1240,0,1560,0,2800,0,0,0,0,440, ,170,0,0,5,2,4,1,0,2,1,0,0,0,2007,0,3,20,25,NE,41.0,3.0,ENUMCLAW,5092,2,2,4,2,0,0,11/22/2019,2019
226229,231007,30,559900,22561  SE 275TH PL   ,22561,275TH                    ,,2.0,8,1000,0,1520,0,2520,0,0,0,0,430,N,250,0,0,5,2,3,1,0,2,1,0,0,1,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,5016,2,2,4,2,0,0,07/01/2019,2019
226235,231004,20,484500,22706  S 279TH ST   98038,22706,279TH                    ,98038,2.0,8,1080,0,1180,0,2260,0,0,0,0,660, ,50,0,360,5,2,4,1,0,2,1,0,0,0,1999,0,5,22,33,NE,56.0,1.0,MAPLE VALLEY,7040,2,2,4,0,0,0,03/13/2019,2019
226237,231004,110,453400,22522  SE 279TH ST   98038,22522,279TH                    ,98038,2.0,8,1080,0,1180,0,2260,0,0,0,0,460, ,50,0,190,7,2,4,1,0,2,1,0,0,0,1999,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,5779,2,2,4,0,0,0,08/27/2019,2019
226240,231010,40,479950,28010   225TH PL SE  98038,28010,225TH                    ,98038,2.0,8,1170,0,1040,0,2210,0,0,0,0,440, ,60,0,0,5,2,4,1,0,2,1,0,0,0,2003,0,3,22,33,SE,56.0,1.0,MAPLE VALLEY,6999,2,2,4,0,0,0,02/22/2019,2019
226243,231390,720,585000,3915  SW HINDS ST   98116,3915 ,HINDS                    ,98116,1.5,6,450,340,0,0,790,450,0,0,0,0,N,0,0,0,4,3,2,0,0,1,0,0,0,0,1915,0,4,24,14,NE,48.0,6.0,SEATTLE,2100,2,2,4,2,0,0,07/22/2019,2019
226254,231000,290,407000,22740  SE 273RD ST   98038,22740,273RD                    ,98038,2.0,7,660,0,760,0,1420,0,0,0,0,400, ,0,0,0,5,2,3,1,1,1,0,1,0,0,1989,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,9904,2,2,4,0,0,1,11/01/2019,2019
226264,563510,50,560000,11419  SE 253RD PL   ,11419,253RD                    ,,3.0,8,1046,0,1368,450,2864,0,0,0,0,394,N,195,0,0,5,2,4,1,1,2,1,0,0,0,2014,0,3,22,20,SE,61.0,6.0,KENT,8035,2,2,3,0,0,0,11/15/2019,2019
226270,564660,66,893000,729 B  16TH AVE   98122,729  ,16TH                     ,98122,2.5,8,670,560,660,0,1970,550,80,8,470,0,Y,0,0,50,5,2,3,1,1,1,0,0,0,0,2009,0,3,25,33,SW,15.0,3.0,SEATTLE,1526,2,2,4,2,0,0,09/17/2019,2019
226272,564790,620,328000,2402   T ST NW  98001,2402 ,T                        ,98001,1.0,7,1420,0,0,0,1870,720,450,7,270,190,Y,0,0,120,5,2,3,1,1,1,1,0,0,0,1983,0,3,21,11,NE,27.0,11.0,AUBURN,32896,2,2,4,2,0,0,02/01/2019,2019
226285,231001,140,400000,27440   227TH PL SE  98038,27440,227TH                    ,98038,1.0,7,1180,0,0,0,1570,700,390,7,310,130,Y,0,0,80,7,3,3,1,1,1,1,0,0,0,1990,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,7253,2,2,4,0,0,0,05/24/2019,2019
226304,229140,700,665000,10716   LINDEN AVE N  98133,10716,LINDEN                   ,98133,1.0,7,980,0,0,0,1580,960,600,7,360,0,Y,0,0,0,5,2,3,1,0,2,0,1,0,0,1993,0,3,26,30,SW,6.0,4.0,SEATTLE,3720,2,2,4,0,0,0,11/13/2019,2019
226310,229650,123,450000,1313  N 26TH ST   98056,1313 ,26TH                     ,98056,1.0,7,1470,0,0,0,1470,0,0,0,0,480,N,0,240,0,7,3,3,0,1,1,1,0,0,0,1965,0,4,23,5,NW,63.0,3.0,RENTON,8690,2,2,4,2,0,1,04/03/2019,2019
226325,231001,190,377000,22712  SE 275TH ST   98038,22712,275TH                    ,98038,2.0,7,640,0,700,0,1340,0,0,0,0,420,N,0,0,0,7,3,3,1,1,1,0,1,0,0,1990,0,4,22,33,NE,56.0,1.0,MAPLE VALLEY,7467,2,2,4,0,0,0,02/26/2019,2019
226330,231005,130,499950,22511  SE 277TH PL   98038,22511,277TH                    ,98038,2.0,7,1110,0,1030,0,2140,0,0,0,0,630, ,0,0,0,5,2,4,1,0,2,2,0,0,1,2003,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,7076,2,2,4,0,0,0,09/12/2019,2019
226385,232130,27,1045000,2317   29TH AVE W  98199,2317 ,29TH                     ,98199,1.0,7,1010,0,0,0,1770,1010,760,7,250,0,Y,50,100,0,5,3,2,0,1,1,0,1,0,0,1955,0,5,25,23,SW,11.0,3.0,SEATTLE,3000,2,2,4,0,0,1,05/31/2019,2019
226400,363024,50,730000,1153  NE HIGH ST   ,1153 ,HIGH                     ,,2.0,9,800,0,780,0,1920,760,340,9,420,0,Y,0,0,100,5,2,4,2,0,2,1,0,0,0,2007,0,3,24,23,SW,75.0,9.0,ISSAQUAH,1425,2,2,4,2,0,0,11/05/2019,2019
226422,569400,1063,800000,713  N 43RD ST   98103,713  ,43RD                     ,98103,2.0,8,820,0,820,0,1890,680,250,8,430,0,Y,0,0,60,5,2,3,1,0,3,0,1,0,0,1999,0,3,25,18,NW,42.0,11.0,SEATTLE,1520,2,2,4,2,0,0,12/13/2019,2019
226486,231004,100,500000,22528  SE 279TH ST   98038,22528,279TH                    ,98038,1.0,8,1660,0,0,0,2170,860,510,8,350,270, ,50,0,140,5,2,4,1,0,2,1,0,0,0,1999,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,5724,2,2,4,0,0,0,11/06/2019,2019
226490,231007,50,563315,22573  SE 275TH PL   ,22573,275TH                    ,,2.0,8,1000,0,1520,0,2520,0,0,0,0,430,N,250,0,0,5,2,3,1,0,2,1,0,0,1,2019,0,3,22,33,NE,56.0,1.0,MAPLE VALLEY,5075,2,2,4,0,0,0,05/13/2019,2019
226507,569450,974,845500,4313 B  WHITMAN AVE N  ,4313 ,WHITMAN                  ,,3.0,8,420,0,410,410,1370,360,130,8,230,0,Y,0,0,350,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,1021,2,2,4,0,0,0,08/14/2019,2019
226509,569450,1160,840000,4314 B  WHITMAN AVE N  ,4314 ,WHITMAN                  ,,2.0,8,460,0,460,0,1370,450,450,8,0,0,Y,0,0,400,7,3,3,1,1,2,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,925,2,2,4,0,0,0,03/06/2019,2019
226516,231015,40,439000,28124   227TH PL SE  98038,28124,227TH                    ,98038,2.0,8,860,0,1220,0,2080,0,0,0,0,380, ,40,0,0,5,2,5,1,0,2,1,0,0,0,2005,0,3,22,33,SE,56.0,1.0,MAPLE VALLEY,3925,2,2,4,0,0,0,06/06/2019,2019
226524,232006,9085,367000,2628   GRIFFIN AVE   98022,2628 ,GRIFFIN                  ,98022,1.5,7,940,580,0,0,1520,940,0,0,0,0, ,260,0,150,5,2,4,1,0,1,1,0,0,0,1928,0,4,20,23,SE,41.0,3.0,ENUMCLAW,10400,2,2,4,2,0,2,06/26/2019,2019
226558,563450,450,639000,16624   SIMONDS RD NE  98028,16624,SIMONDS                  ,98028,1.0,7,1690,0,0,0,1690,0,0,0,0,350, ,0,0,0,5,2,4,0,0,2,1,0,0,0,1960,0,5,26,12,SE,37.0,3.0,KENMORE,36000,2,1,4,2,2,2,06/21/2019,2019
226568,564360,157,320000,32211   MORGAN DR   98010,32211,MORGAN                   ,98010,2.0,7,640,0,640,0,1280,0,0,0,0,0,N,0,0,210,4,3,3,1,0,1,1,0,0,0,1977,0,4,21,15,NE,57.0,7.0,BLACK DIAMOND,4453,2,2,4,0,0,0,04/29/2019,2019
226573,563450,420,550000,8015  NE 169TH ST   98028,8015 ,169TH                    ,98028,1.0,7,890,0,0,0,1580,690,690,6,0,0,Y,60,0,350,5,3,3,0,1,1,1,0,0,1,1936,0,4,26,12,SE,37.0,3.0,KENMORE,12494,2,1,4,2,0,0,10/08/2019,2019
226608,563720,200,590000,5500  NE 3RD ST   98059,5500 ,3RD                      ,98059,2.0,7,1230,0,1150,0,2380,0,0,0,0,680,N,0,0,0,7,2,4,1,0,2,2,0,0,0,2002,0,3,23,15,NE,32.0,5.0,RENTON,12067,2,2,3,0,0,0,01/25/2019,2019
226631,563750,210,420000,6506   40TH AVE SW  98136,6506 ,40TH                     ,98136,1.0,6,1180,0,0,0,1180,750,0,0,0,0,N,160,0,0,5,1,4,1,0,1,1,0,0,0,1920,0,3,24,26,NE,17.0,1.0,SEATTLE,6000,2,2,4,0,0,0,10/28/2019,2019
226664,570000,165,550000,2526   30TH AVE S  98144,2526 ,30TH                     ,98144,1.0,6,1130,0,0,0,1330,870,200,5,0,0,N,0,0,0,5,1,3,0,0,1,1,0,0,0,1925,0,3,24,9,SE,79.0,2.0,SEATTLE,4200,2,2,4,2,0,0,11/25/2019,2019
226679,569450,1161,834950,4314 A  WHITMAN AVE N  ,4314 ,WHITMAN                  ,,2.0,8,530,0,420,0,1340,390,390,8,0,0,Y,0,0,420,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,1176,2,2,4,0,0,0,03/14/2019,2019
226712,232203,9101,715000,4711  SW 244TH ST   98070,4711 ,244TH                    ,98070,1.0,8,1580,0,0,0,2370,790,790,8,0,0,Y,0,0,1190,5,2,3,1,1,1,0,0,1,0,1971,0,4,22,23,NW,100.0,7.0,KING COUNTY,26400,1,1,4,2,0,0,10/22/2019,2019
226713,563450,600,850000,16935   84TH AVE NE  98028,16935,84TH                     ,98028,2.0,9,1350,0,1050,0,2400,0,0,0,0,720, ,60,0,0,5,2,4,1,0,2,1,1,0,0,1989,0,4,26,12,SE,37.0,3.0,KENMORE,16744,2,2,3,2,0,0,07/11/2019,2019
226733,565720,30,650000,7850   132ND AVE NE  98052,7850 ,132ND                    ,98052,1.0,7,1190,0,0,0,2230,1040,1040,7,0,0,Y,160,0,120,5,2,3,0,1,1,0,1,0,1,1966,0,3,25,10,NW,93.0,15.0,REDMOND,10088,2,2,4,2,0,1,08/02/2019,2019
226740,563600,310,475000,25411   KANASKET DR   98010,25411,KANASKET                 ,98010,2.0,7,960,0,960,0,2810,970,890,7,0,780,N,140,0,240,5,2,5,1,1,2,1,0,0,0,1995,0,3,21,11,NE,57.0,7.0,BLACK DIAMOND,10361,2,2,4,2,0,0,06/25/2019,2019
226781,570000,2245,560000,3128   35TH AVE S  98144,3128 ,35TH                     ,98144,1.5,7,1100,600,0,0,1700,900,0,0,0,0, ,40,0,0,5,1,4,0,0,1,1,0,0,0,1912,0,3,24,10,SW,79.0,5.0,SEATTLE,5548,2,2,4,2,0,0,09/18/2019,2019
226879,568300,89,680000,4414  NE 65TH ST   98115,4414 ,65TH                     ,98115,1.0,7,1050,0,0,0,1170,1050,120,6,260,0,N,0,0,0,5,1,3,0,0,1,1,0,0,0,1949,0,3,25,3,SW,45.0,6.0,SEATTLE,4725,2,2,4,2,0,1,06/05/2019,2019
226905,570865,90,619000,5681  S 328TH PL   ,5681 ,328TH                    ,,2.0,9,1335,0,1721,0,3056,0,0,0,0,448,N,198,0,0,5,2,4,1,0,2,2,0,0,0,2016,0,3,21,14,SW,27.0,12.0,AUBURN,6056,2,2,4,2,0,0,10/01/2019,2019
226912,570000,1605,1161000,2727   34TH AVE S  98144,2727 ,34TH                     ,98144,1.5,8,1100,1010,0,0,2610,1100,500,7,0,0,N,90,0,0,3,2,3,1,0,1,0,1,0,0,1909,0,4,24,10,SW,14.0,10.0,SEATTLE,5000,2,2,4,2,0,0,06/24/2019,2019
226948,569500,140,683000,4220 A  FREMONT AVE N  ,4220 ,FREMONT                  ,,2.0,8,490,0,490,0,1110,380,130,8,250,0, ,0,0,30,6,7,2,1,0,1,1,0,0,0,2008,0,3,25,18,NW,42.0,11.0,SEATTLE,1089,2,2,4,2,0,1,12/13/2019,2019
226962,570238,600,383500,324   JEWELL ST   98022,324  ,JEWELL                   ,98022,2.0,7,1110,0,750,0,1860,0,0,0,0,460, ,100,0,100,5,2,4,1,1,1,0,1,0,0,1991,0,4,20,25,NE,41.0,3.0,ENUMCLAW,5973,2,2,4,2,0,0,01/30/2019,2019
226966,570350,370,476000,13537   434TH AVE SE  98045,13537,434TH                    ,98045,1.0,7,1290,0,0,0,1290,0,0,0,0,360, ,0,0,340,5,2,3,0,1,1,1,0,0,0,1980,0,4,23,15,NE,80.0,3.0,KING COUNTY,9480,2,1,4,2,0,0,03/07/2019,2019
226975,565260,150,470000,9110   32ND AVE NE  98115,9110 ,32ND                     ,98115,1.0,6,730,0,0,0,1020,720,290,4,0,0,Y,0,0,0,5,1,4,0,0,1,1,0,0,0,1923,0,3,26,33,SE,45.0,5.0,SEATTLE,5289,2,2,4,2,0,0,07/26/2019,2019
227019,563600,80,429950,25206   KANASKET DR   98010,25206,KANASKET                 ,98010,2.0,7,850,0,790,0,1640,0,0,0,0,550,N,60,0,0,5,2,3,1,0,2,2,0,0,0,1997,0,3,21,11,NE,57.0,7.0,BLACK DIAMOND,21315,2,2,3,0,0,0,08/23/2019,2019
227029,567600,54,442000,1115  N 85TH ST   ,1115 ,85TH                     ,,3.0,7,160,0,460,460,1080,0,0,0,0,290, ,0,0,0,1,2,3,0,1,1,1,0,0,0,2007,0,3,25,6,NE,43.0,9.0,SEATTLE,1060,2,2,4,2,0,2,11/15/2019,2019
227032,568000,815,586500,3800   13TH AVE S  98108,3800 ,13TH                     ,98108,1.0,6,730,0,0,0,730,730,0,0,0,0, ,0,0,0,5,1,2,0,0,1,1,0,0,0,1940,0,3,24,17,NE,79.0,3.0,SEATTLE,4800,2,2,4,2,0,0,11/13/2019,2019
227036,569050,45,748888,16220   107TH AVE NE  98011,16220,107TH                    ,98011,1.0,8,1900,0,0,0,1900,0,0,0,0,580, ,320,0,360,5,2,3,0,2,1,1,0,0,0,1988,0,4,26,17,NW,38.0,3.0,BOTHELL,47916,2,1,4,2,0,0,12/17/2019,2019
227062,565100,130,610000,12811  NE 203RD PL   98011,12811,203RD                    ,98011,2.0,7,1040,0,950,0,1990,0,0,0,0,440, ,40,0,0,5,2,4,1,1,1,0,1,0,0,1987,0,3,26,4,NE,38.0,5.0,BOTHELL,7789,2,2,4,2,0,0,11/14/2019,2019
227086,568400,110,922000,6556   46TH AVE NE  98115,6556 ,46TH                     ,98115,1.0,8,1350,0,0,0,1790,1350,440,7,260,0,N,0,0,0,6,1,3,0,0,1,1,0,0,0,1951,0,3,25,3,SE,46.0,5.0,SEATTLE,4851,2,2,4,0,0,0,10/10/2019,2019
227114,571120,40,695000,10538   157TH AVE NE  98052,10538,157TH                    ,98052,2.0,8,830,0,760,0,1710,760,120,7,640,0,N,0,0,460,5,2,3,1,0,2,1,0,0,0,1996,0,3,26,35,SE,72.0,6.0,REDMOND,6280,2,2,4,2,0,0,02/15/2019,2019
227157,570238,50,376000,415   JEWELL ST   98022,415  ,JEWELL                   ,98022,2.0,7,770,0,860,0,1630,0,0,0,0,490, ,40,0,0,5,2,4,1,1,1,0,1,0,0,1990,0,3,20,25,NE,41.0,3.0,ENUMCLAW,7599,2,2,4,2,0,0,07/30/2019,2019
227165,569350,815,860000,4333   EVANSTON AVE N  98103,4333 ,EVANSTON                 ,98103,1.5,7,1060,530,0,0,1590,790,0,0,0,0,N,200,0,0,5,1,4,0,1,1,1,0,0,0,1901,0,5,25,18,NW,42.0,11.0,SEATTLE,4000,2,2,4,2,0,0,05/08/2019,2019
