,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
227171,570170,110,710000,17521  NE 133RD ST   98052,17521,133RD                    ,98052,1.0,8,2110,0,0,0,2110,0,0,0,0,530,N,290,0,210,5,2,3,1,1,1,1,0,0,0,1981,0,4,26,24,SE,72.0,4.0,KING COUNTY,35083,2,1,4,2,0,0,10/01/2019,2019
227172,570170,180,1157500,17710  NE 133RD ST   98052,17710,133RD                    ,98052,2.0,9,1830,0,1830,0,3660,0,0,0,0,740,N,0,0,120,5,2,4,1,1,1,1,1,0,0,1981,0,4,26,24,SE,72.0,4.0,KING COUNTY,35006,2,1,4,2,0,0,06/26/2019,2019
227216,570620,1300,625000,630   MOUNTAINSIDE DR SW  98027,630  ,MOUNTAINSIDE             ,98027,1.0,7,1190,0,0,0,1670,480,480,6,0,550,Y,0,0,0,5,2,3,1,0,1,0,1,0,1,1963,0,4,24,33,NW,65.0,11.0,ISSAQUAH,11250,2,2,4,0,0,0,04/16/2019,2019
227220,570620,1920,725000,340   MOUNT KENYA DR SW  98027,340  ,MOUNT KENYA              ,98027,2.0,7,810,0,840,0,2450,800,800,6,0,310,Y,80,0,750,5,2,5,0,2,1,0,1,0,1,1972,0,4,24,33,NW,65.0,11.0,ISSAQUAH,12395,2,2,4,0,0,0,06/27/2019,2019
227227,570850,325,465000,3222   44TH AVE SW  98116,3222 ,44TH                     ,98116,1.0,5,560,0,0,0,560,0,0,0,0,0,N,40,0,100,4,3,2,0,0,1,0,0,0,0,1908,0,3,24,14,NW,48.0,9.0,SEATTLE,4180,2,2,4,0,0,0,07/15/2019,2019
227241,565260,230,780000,9201   35TH AVE NE  98115,9201 ,35TH                     ,98115,2.0,7,1360,0,1050,0,2410,660,0,0,0,0,N,0,0,100,5,2,5,0,1,1,1,0,0,0,1928,0,5,26,33,SE,45.0,5.0,SEATTLE,5460,2,2,4,2,0,2,12/11/2019,2019
227251,570000,2315,700000,2961   36TH AVE S  98144,2961 ,36TH                     ,98144,1.0,6,1260,0,0,0,1260,800,0,0,0,0,Y,110,0,40,6,2,3,0,1,2,1,0,0,0,1916,0,3,24,10,SW,79.0,5.0,SEATTLE,4206,2,2,4,2,0,0,04/25/2019,2019
227270,569450,1157,753000,4316 A  WHITMAN AVE NE  ,4316 ,WHITMAN                  ,,2.0,8,430,0,540,0,1330,360,360,8,0,0,Y,0,0,350,7,3,2,0,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,1276,2,2,4,0,0,0,10/10/2019,2019
227271,569450,1167,816800,4310 A  WHITMAN AVE N  ,4310 ,WHITMAN                  ,,2.0,8,530,0,420,0,1340,390,390,8,0,0,Y,0,0,420,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,1176,2,2,4,0,0,0,04/17/2019,2019
227337,566630,55,590000,1205  N 173RD ST   98133,1205 ,173RD                    ,98133,1.5,7,1260,140,0,0,1400,0,0,0,0,0,N,110,0,0,5,2,3,0,0,1,1,0,0,0,1955,0,3,26,7,SE,2.0,8.0,SHORELINE,7000,2,2,4,2,0,0,07/16/2019,2019
227340,566630,315,640000,1333  N 171ST ST   98133,1333 ,171ST                    ,98133,1.5,7,1580,140,0,0,2120,1290,400,7,0,530,N,110,0,0,5,1,4,1,0,1,0,1,1,1,1955,0,4,26,7,SE,2.0,8.0,SHORELINE,7933,2,2,4,2,0,0,07/30/2019,2019
227345,568000,570,782000,4111   13TH AVE S  98108,4111 ,13TH                     ,98108,1.0,7,1420,0,0,0,2120,1420,700,6,0,280,N,0,0,0,5,2,4,1,0,1,0,1,0,1,1949,0,3,24,17,SE,79.0,3.0,SEATTLE,8258,2,2,4,2,0,0,10/22/2019,2019
227351,569350,250,750000,4239 A  EVANSTON AVE N  ,4239 ,EVANSTON                 ,,2.0,8,430,0,430,0,1260,400,400,8,0,0,Y,0,0,340,7,3,2,0,1,1,0,0,0,0,2018,0,3,25,18,NW,42.0,11.0,SEATTLE,910,2,2,4,2,0,0,11/18/2019,2019
227370,566210,50,550000,18057   7TH AVE NE  98155,18057,7TH                      ,98155,1.5,7,870,100,0,0,1570,870,600,6,0,260,Y,110,0,340,5,1,3,0,0,2,0,1,0,1,1954,0,3,26,8,NE,3.0,5.0,SHORELINE,7126,2,2,4,2,0,0,09/30/2019,2019
227379,569450,971,880000,4313 A  WHITMAN AVE N  ,4313 ,WHITMAN                  ,,3.0,8,420,0,410,410,1370,360,130,8,230,0,Y,0,0,350,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,985,2,2,4,0,0,0,05/06/2019,2019
227399,565910,40,525200,8620   CORLISS AVE N  98103,8620 ,CORLISS                  ,98103,1.0,7,1350,0,0,0,2700,1350,1350,6,0,0,Y,40,0,0,5,2,5,0,1,1,0,1,0,1,1950,0,3,26,32,SW,6.0,7.0,SEATTLE,7642,2,2,4,2,0,0,03/25/2019,2019
227418,570860,30,429950,3840  S 316TH ST   98001,3840 ,316TH                    ,98001,2.0,7,910,0,820,0,2550,820,820,7,0,650,Y,170,0,280,5,2,4,1,0,2,1,0,0,0,1966,0,3,21,10,SW,27.0,12.0,KING COUNTY,32868,2,1,4,2,0,0,11/05/2019,2019
227421,570865,60,702000,32820   57TH AVE S  ,32820,57TH                     ,,2.0,9,1784,0,1954,0,3738,0,0,0,0,620,N,224,0,208,5,2,4,0,1,2,2,0,0,0,2015,0,3,21,14,SW,27.0,12.0,AUBURN,10844,2,2,4,2,0,0,06/25/2019,2019
227440,566630,40,548000,1223  N 173RD ST   98133,1223 ,173RD                    ,98133,1.5,7,970,140,0,0,1110,0,0,0,0,290,N,110,0,210,5,2,3,0,0,1,1,0,0,0,1955,0,4,26,7,SE,2.0,8.0,SHORELINE,7000,2,2,4,2,0,0,06/20/2019,2019
227450,569350,241,739950,4241 C  EVANSTON AVE N  ,4241 ,EVANSTON                 ,,3.0,8,420,0,420,420,1260,0,0,0,0,0, ,0,0,330,7,3,2,0,1,1,0,0,0,0,2018,0,3,25,18,NW,42.0,11.0,SEATTLE,1027,2,2,4,2,0,0,06/13/2019,2019
227460,563450,393,885000,8229  NE 166TH ST   98028,8229 ,166TH                    ,98028,2.0,8,1480,0,1670,0,3150,0,0,0,0,430,N,60,0,370,5,2,4,1,2,1,1,0,0,0,2015,0,3,26,12,SE,38.0,3.0,KENMORE,8028,2,2,4,2,0,0,08/22/2019,2019
227467,563450,890,700000,16508   69TH PL NE  98028,16508,69TH                     ,98028,1.0,6,1680,0,0,0,1680,0,0,0,0,0, ,0,0,260,5,2,3,0,0,2,0,0,0,0,1986,0,3,26,12,SW,37.0,1.0,KENMORE,18025,2,2,4,2,0,0,03/26/2019,2019
227477,569450,386,600000,4256 B  WINSLOW PL N  98103,4256 ,WINSLOW                  ,98103,2.0,8,500,0,510,0,1140,410,130,7,280,0,N,0,0,0,5,2,2,1,1,1,1,0,0,0,1999,0,3,25,18,NW,43.0,7.0,SEATTLE,1184,2,2,4,2,0,0,12/20/2019,2019
227490,568000,690,1050000,4004   13TH AVE S  98108,4004 ,13TH                     ,98108,1.5,7,1460,1110,0,0,3270,1460,700,4,0,0, ,240,0,360,6,1,5,0,0,2,0,1,0,0,1904,0,4,24,17,SE,79.0,3.0,SEATTLE,9600,2,2,4,2,0,0,10/18/2019,2019
227498,569450,374,604000,4262 A  WINSLOW PL N  98103,4262 ,WINSLOW                  ,98103,3.0,8,110,0,550,550,1210,0,0,0,0,200, ,0,0,60,5,2,2,0,0,2,1,0,0,0,2006,0,3,25,18,NW,43.0,7.0,SEATTLE,1262,2,2,4,2,0,1,09/09/2019,2019
227502,569450,1155,768000,4316 C  WHITMAN AVE N  ,4316 ,WHITMAN                  ,,2.0,8,440,0,440,0,1290,410,410,8,0,0,Y,0,0,370,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,914,2,2,4,2,0,0,08/15/2019,2019
227504,569500,159,875000,4206   FREMONT AVE N  98103,4206 ,FREMONT                  ,98103,2.0,8,580,0,420,0,1530,530,530,8,0,0,N,0,0,500,6,2,2,0,2,0,0,0,0,0,2016,0,3,25,18,NW,42.0,11.0,SEATTLE,1450,2,2,4,2,0,0,07/29/2019,2019
227511,569350,240,995000,4241 A  EVANSTON AVE N  ,4241 ,EVANSTON                 ,,3.0,8,660,0,660,570,1890,0,0,0,0,0, ,0,0,560,7,3,3,1,0,2,0,0,0,0,2018,0,3,25,18,NW,42.0,11.0,SEATTLE,1747,2,2,4,2,0,0,07/12/2019,2019
227514,569350,550,965000,4330   EVANSTON AVE N  98103,4330 ,EVANSTON                 ,98103,1.0,7,1130,0,0,0,2190,1320,1060,7,0,0,N,110,0,310,4,3,2,0,0,2,1,0,0,0,1901,0,4,25,18,NW,42.0,11.0,SEATTLE,3750,2,2,4,2,0,0,11/18/2019,2019
227547,563600,210,487500,25202   CUMBERLAND PL   98010,25202,CUMBERLAND               ,98010,2.0,7,950,0,920,0,2800,930,930,7,0,500,Y,100,0,140,5,2,5,2,1,1,1,0,0,0,1995,0,4,21,11,NE,57.0,7.0,BLACK DIAMOND,9624,2,2,4,0,0,0,11/25/2019,2019
227550,563720,100,538000,5604  NE 3RD LN   98059,5604 ,3RD                      ,98059,2.0,7,1040,0,850,0,1890,0,0,0,0,640,N,0,0,0,5,2,4,1,0,2,2,0,0,0,2002,0,3,23,15,NE,32.0,5.0,RENTON,8726,2,2,4,0,0,2,02/22/2019,2019
227559,569350,1028,760000,4417   DAYTON AVE N  ,4417 ,DAYTON                   ,,2.0,8,550,0,550,0,1300,440,200,8,240,0,N,0,0,0,1,2,3,1,0,2,1,0,0,0,2007,0,3,25,18,NW,42.0,11.0,SEATTLE,1331,2,2,4,2,0,0,08/05/2019,2019
227562,569450,395,765000,4252 C  WINSLOW PL N  ,4252 ,WINSLOW                  ,,2.0,8,590,0,470,0,1590,530,530,8,0,0,N,0,0,210,7,3,3,1,1,1,0,0,0,0,2016,0,3,25,18,NW,43.0,7.0,SEATTLE,1330,2,2,4,2,0,1,11/26/2019,2019
227571,572900,10,380000,27205   33RD PL S  98001,27205,33RD                     ,98001,1.0,7,1760,0,0,0,1760,0,0,0,0,500, ,230,0,320,5,2,3,0,1,1,1,0,0,0,1986,0,3,22,34,NW,26.0,9.0,KING COUNTY,10943,2,2,4,0,0,2,07/02/2019,2019
227588,600300,1639,950000,1818 B  14TH AVE   ,1818 ,14TH                     ,,3.0,9,440,0,440,440,1320,0,0,0,0,0, ,0,0,330,7,3,3,1,0,2,0,0,0,0,2017,0,3,25,29,SE,13.0,6.0,SEATTLE,840,2,2,4,2,0,0,10/11/2019,2019
227592,601550,200,810000,3914  NE 82ND ST   98115,3914 ,82ND                     ,98115,1.0,7,1390,0,0,0,2430,1040,1040,6,0,270, ,0,0,0,5,1,4,0,2,1,1,0,0,0,1946,0,4,25,3,NW,45.0,6.0,SEATTLE,6000,2,2,4,2,0,1,10/18/2019,2019
227606,602150,1255,1045000,8025   JONES AVE NW  98117,8025 ,JONES                    ,98117,1.5,8,1110,680,0,0,1920,1110,130,5,220,0,N,0,0,140,5,1,3,0,1,1,0,1,0,0,1932,0,4,25,2,NE,19.0,10.0,SEATTLE,4000,2,2,4,0,0,0,05/20/2019,2019
227619,565260,495,780000,3024  NE 94TH ST   98115,3024 ,94TH                     ,98115,1.0,8,1390,0,0,0,1670,560,280,6,0,380, ,40,0,0,5,1,2,0,0,1,1,0,0,0,1946,0,4,26,33,SE,45.0,5.0,SEATTLE,10309,2,2,4,2,0,0,06/17/2019,2019
227630,569350,251,784950,4239 B  EVANSTON AVE N  ,4239 ,EVANSTON                 ,,2.0,8,440,0,440,0,1230,350,350,8,0,0,Y,0,0,350,7,3,2,0,1,1,0,0,0,0,2018,0,3,25,18,NW,42.0,11.0,SEATTLE,1014,2,2,4,2,0,0,05/22/2019,2019
227642,600300,851,523000,1622   14TH AVE   ,1622 ,14TH                     ,,2.0,7,290,0,260,0,550,0,0,0,0,0,N,0,0,0,4,3,1,0,0,1,0,0,0,0,2008,0,3,25,32,NE,13.0,6.0,SEATTLE,1279,2,2,4,2,0,0,11/25/2019,2019
227692,563600,290,397700,25405   KANASKET DR   98010,25405,KANASKET                 ,98010,2.0,7,900,0,680,0,2380,880,800,7,0,550,Y,120,0,110,5,2,4,1,1,1,1,0,0,0,1995,0,3,21,11,NE,57.0,7.0,BLACK DIAMOND,10487,2,2,4,0,0,0,06/28/2019,2019
227718,570620,1390,726000,610   MOUNT LOGAN DR SW  98027,610  ,MOUNT LOGAN              ,98027,1.5,7,1640,610,0,0,2250,0,0,0,0,480,N,0,0,260,5,2,4,1,0,1,1,0,0,0,1967,0,4,24,33,NW,65.0,11.0,ISSAQUAH,13695,2,2,4,0,0,0,06/06/2019,2019
227722,231430,740,700988,15748   143RD AVE SE  98058,15748,143RD                    ,98058,2.0,8,1580,0,1210,0,2790,0,0,0,0,710, ,70,0,220,5,2,5,0,1,2,0,1,0,0,1998,0,3,23,22,SE,84.0,2.0,KING COUNTY,8662,2,2,4,0,0,0,09/16/2019,2019
227740,564360,155,295000,32213   MORGAN DR   98010,32213,MORGAN                   ,98010,1.5,6,620,210,0,0,830,0,0,0,0,720,N,0,100,0,5,3,2,1,1,0,0,0,1,0,1922,0,5,21,15,NE,57.0,7.0,BLACK DIAMOND,4015,2,2,4,0,0,0,02/21/2019,2019
227746,564930,530,925000,17933  NE 127TH ST   98052,17933,127TH                    ,98052,2.0,9,1540,0,810,0,2350,0,0,0,0,460,N,60,0,330,5,2,3,1,1,1,1,0,0,0,1984,0,4,26,30,NW,72.0,4.0,KING COUNTY,34580,2,1,4,2,0,0,03/05/2019,2019
227749,564960,450,499950,3928 A S BRANDON ST   ,3928 ,BRANDON                  ,,3.0,8,440,0,440,80,1055,350,95,8,255,0, ,0,0,20,5,2,2,1,0,1,1,0,0,0,2011,0,3,24,22,NW,21.0,4.0,SEATTLE,1124,2,2,4,2,0,0,08/21/2019,2019
227762,569450,55,1075000,4203   WOODLAND PARK AVE N  98103,4203 ,WOODLAND PARK            ,98103,1.5,7,970,880,0,0,1850,970,0,0,0,0,N,70,40,0,6,2,3,1,0,1,1,0,0,0,1920,0,4,25,18,NW,43.0,7.0,SEATTLE,5000,2,2,4,2,0,0,12/04/2019,2019
227764,569450,1165,828000,4312 A  WHITMAN AVE N  ,4312 ,WHITMAN                  ,,2.0,8,460,0,600,0,1440,380,380,8,0,0,Y,0,0,540,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,1378,2,2,4,2,0,0,06/25/2019,2019
227793,232006,9371,605000,2124   MCHUGH AVE   98022,2124 ,MCHUGH                   ,98022,2.0,7,3750,0,780,0,4530,0,0,0,0,330, ,0,0,0,5,2,8,1,0,4,0,0,0,0,1995,0,3,20,23,NE,41.0,3.0,ENUMCLAW,25650,2,2,4,2,0,0,11/25/2019,2019
227794,232006,9389,510000,2823   KIBLER AVE   ,2823 ,KIBLER                   ,,1.0,8,1920,0,0,0,1920,0,0,0,0,460, ,370,0,0,5,2,3,0,0,2,0,0,0,0,2019,0,3,20,23,NW,41.0,3.0,ENUMCLAW,9625,2,2,4,0,0,0,05/20/2019,2019
227851,565260,680,848000,3032  NE 91ST ST   98115,3032 ,91ST                     ,98115,1.5,7,770,350,0,0,1620,730,500,6,230,0,N,0,0,0,5,2,4,0,1,1,0,1,0,1,1929,0,5,26,33,SE,45.0,5.0,SEATTLE,6240,2,2,4,2,0,0,05/16/2019,2019
227853,565260,1010,855000,2713  NE 95TH ST   98115,2713 ,95TH                     ,98115,1.0,7,1170,0,0,0,2310,1140,1140,6,0,0,Y,0,0,180,5,2,4,0,1,2,0,1,0,1,1965,0,4,26,33,SE,45.0,5.0,SEATTLE,7328,2,2,4,2,0,2,07/22/2019,2019
227891,423290,2615,1095000,619  W BLAINE ST   98119,619  ,BLAINE                   ,98119,2.0,8,820,0,480,0,1300,480,0,0,0,0, ,50,20,0,5,2,3,0,1,1,0,0,0,0,1900,0,5,25,24,SE,12.0,9.0,SEATTLE,3600,2,2,4,2,0,0,06/06/2019,2019
227894,423290,3030,1150000,510  W GALER ST   98119,510  ,GALER                    ,98119,1.5,8,840,650,0,0,1990,670,500,7,0,0, ,80,0,0,5,2,3,0,0,2,0,0,0,0,1910,0,4,25,24,SE,12.0,9.0,SEATTLE,3300,2,2,4,2,0,1,11/13/2019,2019
227945,512700,450,500000,13723  SE 141ST ST   98059,13723,141ST                    ,98059,1.0,7,1480,0,0,0,1480,0,0,0,0,620,N,80,240,0,5,2,3,0,1,1,1,0,1,0,1967,0,4,23,15,SW,32.0,5.0,KING COUNTY,9630,2,1,4,0,0,0,08/02/2019,2019
227947,512700,1350,420000,14205   143RD AVE SE  98059,14205,143RD                    ,98059,1.0,7,1990,0,0,0,1990,0,0,0,0,530,N,410,0,0,4,2,3,0,1,1,1,0,1,0,1967,0,4,23,15,SE,32.0,5.0,KING COUNTY,11040,2,1,4,0,0,0,07/30/2019,2019
227950,512710,70,499000,14253   145TH PL SE  98059,14253,145TH                    ,98059,1.0,7,1070,0,0,0,1530,970,460,6,510,0,Y,0,0,80,5,2,3,0,0,2,1,0,0,0,1975,0,4,23,15,SE,32.0,5.0,KING COUNTY,9975,2,1,4,0,0,0,10/07/2019,2019
227961,616390,183,635000,18035   10TH AVE NE  98155,18035,10TH                     ,98155,1.0,6,1010,0,0,0,1010,0,0,0,0,0, ,80,0,0,1,2,2,0,0,1,1,0,0,0,1947,0,3,26,8,NE,3.0,5.0,SHORELINE,9472,2,2,4,2,0,1,03/25/2019,2019
227962,602800,170,750000,16105  SE 42ND ST   98006,16105,42ND                     ,98006,1.0,8,1430,0,0,0,2160,1430,730,7,700,0,Y,0,0,250,5,1,3,1,1,1,0,1,0,1,1960,0,3,24,14,NE,31.0,8.0,BELLEVUE,14100,2,1,4,0,0,0,09/04/2019,2019
227971,514510,20,520000,9010  NE 141ST ST   98034,9010 ,141ST                    ,98034,1.0,7,1200,0,0,0,1200,0,0,0,0,0, ,0,0,600,4,3,3,0,1,1,1,0,0,0,1972,0,3,26,19,NW,37.0,2.0,KIRKLAND,7193,2,2,4,2,0,0,03/01/2019,2019
227979,616390,1313,649950,17224   10TH AVE NE  98155,17224,10TH                     ,98155,1.0,7,1590,0,0,0,1590,0,0,0,0,510, ,0,0,0,5,2,3,0,0,2,1,0,0,0,1947,2002,4,26,8,SE,3.0,6.0,SHORELINE,8320,2,2,4,2,0,1,10/31/2019,2019
227989,515190,80,419000,29647   8TH AVE S  98003,29647,8TH                      ,98003,1.0,8,1370,0,0,0,2020,650,650,7,0,530, ,0,0,0,5,2,4,1,1,1,0,1,0,1,1959,0,4,21,5,SW,52.0,11.0,FEDERAL WAY,13500,2,2,4,2,0,0,10/17/2019,2019
227995,515320,344,570000,1235  SW 301ST ST   98023,1235 ,301ST                    ,98023,1.0,8,1760,0,0,0,3250,1490,1490,7,0,530,Y,0,0,150,5,2,5,0,2,1,1,0,0,1,1960,0,4,21,6,SW,52.0,14.0,FEDERAL WAY,14880,2,1,4,2,0,0,06/11/2019,2019
228011,618140,360,363209,33224   45TH WAY S  98001,33224,45TH                     ,98001,2.0,7,1050,0,1680,0,2730,0,0,0,0,620,N,90,0,0,5,2,4,1,0,3,1,0,0,0,2004,0,3,21,15,SE,55.0,15.0,FEDERAL WAY,5883,2,2,4,2,0,0,08/21/2019,2019
228014,618141,920,440000,33117   41ST LN S  ,33117,41ST                     ,,2.0,7,870,0,1324,0,2194,0,0,0,0,600,N,150,0,0,5,2,3,1,0,2,1,0,0,0,2005,0,3,21,15,SW,55.0,15.0,FEDERAL WAY,4750,2,2,4,2,0,0,07/19/2019,2019
228024,515320,597,390000,1247  SW 304TH ST   98023,1247 ,304TH                    ,98023,1.0,7,1060,0,0,0,1960,940,900,7,0,0,Y,119,0,0,5,2,3,0,1,1,0,1,0,1,1958,0,4,21,7,NW,52.0,14.0,FEDERAL WAY,21250,2,1,4,2,0,0,11/06/2019,2019
228030,515370,10,310000,938  S 304TH ST   98003,938  ,304TH                    ,98003,1.0,7,1040,0,0,0,2210,1170,1170,7,0,0,Y,0,0,100,5,2,3,1,0,1,0,1,0,1,1973,0,3,21,5,SE,53.0,13.0,FEDERAL WAY,9870,2,2,4,2,0,0,03/01/2019,2019
228047,618770,310,430000,20131   8TH AVE NE  98155,20131,8TH                      ,98155,1.0,7,1640,0,0,0,1640,0,0,0,0,0, ,50,0,0,5,2,3,0,0,1,1,0,1,0,1951,0,3,26,5,NE,2.0,2.0,SHORELINE,8483,2,2,4,2,0,1,10/04/2019,2019
228064,620260,50,1050000,500  NW 137TH ST   98177,500  ,137TH                    ,98177,1.0,8,2190,0,0,0,2190,0,0,0,0,530,N,40,0,0,6,2,3,0,1,1,2,0,0,1,1957,0,4,26,24,NE,39.0,1.0,SEATTLE,27310,2,1,4,2,0,0,08/16/2019,2019
228070,519640,290,1123000,16507  NE 50TH ST   98052,16507,50TH                     ,98052,2.0,10,1290,0,1180,0,2470,0,0,0,0,820,N,70,0,210,5,2,3,1,0,2,1,1,0,0,1990,0,3,25,13,NW,47.0,13.0,REDMOND,17647,2,2,4,0,0,2,04/23/2019,2019
228105,520180,130,520000,12866  SE 223RD PL   98031,12866,223RD                    ,98031,2.0,8,1380,0,980,0,2360,0,0,0,0,650,N,150,0,0,5,2,4,0,1,2,1,0,0,0,1997,0,3,22,9,SE,29.0,2.0,KENT,7160,2,2,4,2,0,0,06/05/2019,2019
228132,568450,25,950000,6026  NE 61ST ST   98115,6026 ,61ST                     ,98115,1.0,8,1120,0,0,0,1920,800,800,6,0,260,Y,40,0,90,5,1,4,0,1,2,0,1,0,1,1951,0,4,25,11,NW,46.0,6.0,SEATTLE,4601,2,2,4,0,0,0,11/21/2019,2019
228142,569450,880,960000,962  N ALLEN PL   98103,962  ,ALLEN                    ,98103,1.0,8,1680,0,0,0,2520,1680,840,7,0,0,Y,130,0,0,5,1,6,0,0,3,0,0,0,0,1952,0,3,25,18,NW,43.0,7.0,SEATTLE,5000,2,2,4,2,0,0,03/18/2019,2019
228143,569450,972,765000,4311 B  WHITMAN AVE N  ,4311 ,WHITMAN                  ,,2.0,8,480,0,480,0,1360,400,400,8,0,0,Y,0,0,400,7,3,3,1,1,1,1,0,0,0,2018,0,3,25,18,NW,43.0,7.0,SEATTLE,734,2,2,4,0,0,0,10/21/2019,2019
228145,602150,205,787000,2107  NW 85TH ST   98117,2107 ,85TH                     ,98117,1.5,7,930,620,0,0,1800,930,250,6,0,0,N,0,0,0,5,1,2,0,1,1,0,1,0,1,1927,0,3,25,2,NE,19.0,10.0,SEATTLE,4000,2,2,4,0,0,2,06/17/2019,2019
228161,600350,990,1130000,116   10TH AVE E  98102,116  ,10TH                     ,98102,1.0,7,1050,0,0,0,1050,1050,0,0,0,0,N,0,0,150,6,1,2,0,0,1,0,1,0,0,1906,0,3,25,29,SE,13.0,6.0,SEATTLE,3840,2,2,4,2,0,0,12/19/2019,2019
228170,630050,570,680000,10322   INTERLAKE AVE N  98133,10322,INTERLAKE                ,98133,1.0,6,760,0,0,0,1460,700,700,6,0,0, ,0,0,0,5,2,3,0,1,1,1,0,0,0,1939,0,5,26,31,NE,6.0,7.0,SEATTLE,4980,2,2,4,0,0,0,08/21/2019,2019
228185,569500,272,979500,4222   LINDEN AVE N  ,4222 ,LINDEN                   ,,2.0,8,620,0,500,0,1720,600,600,8,0,0,N,50,0,330,8,2,2,1,1,1,0,0,0,0,2014,0,3,25,18,NW,42.0,11.0,SEATTLE,1320,2,2,4,0,0,0,02/28/2019,2019
228215,570000,810,1005000,2311   32ND AVE S  98144,2311 ,32ND                     ,98144,2.0,8,980,0,910,0,2490,960,600,7,0,0,N,50,0,0,5,2,4,0,1,1,0,1,0,0,1927,0,4,24,9,SE,14.0,10.0,SEATTLE,5000,2,2,4,2,0,0,08/21/2019,2019
228228,602150,3658,532000,7508 B  24TH AVE NW  98117,7508 ,24TH                     ,98117,3.0,8,450,0,440,350,1320,350,80,8,270,0,Y,0,0,40,5,2,3,1,0,2,1,0,0,0,2004,0,3,25,2,NE,19.0,10.0,SEATTLE,819,2,2,4,0,0,0,10/23/2019,2019
228242,570000,270,1100000,2738   30TH AVE S  98144,2738 ,30TH                     ,98144,1.5,7,1370,560,0,0,2870,1360,940,7,420,0,Y,40,0,100,5,2,5,0,1,2,1,0,0,0,1925,0,5,24,9,SE,79.0,2.0,SEATTLE,4815,2,2,4,2,0,1,10/15/2019,2019
228251,619070,1083,645000,311  N 175TH ST   98133,311  ,175TH                    ,98133,1.0,7,1150,0,0,0,1700,1150,550,7,0,250,N,0,0,200,5,1,4,1,0,1,0,1,0,1,1960,0,3,26,7,SW,1.0,3.0,SHORELINE,11250,2,2,4,0,0,1,10/07/2019,2019
228258,364510,220,490000,10523   EVANSTON AVE N  98133,10523,EVANSTON                 ,98133,1.0,7,760,0,0,0,1440,760,680,6,0,0,N,0,0,0,5,2,2,1,0,1,0,1,0,0,1951,0,3,26,30,SW,6.0,4.0,SEATTLE,5418,2,2,4,0,0,0,08/08/2019,2019
228261,619900,185,489950,19113   121ST PL SE  98058,19113,121ST                    ,98058,1.0,8,1390,0,0,0,2390,1340,1000,7,340,210,Y,0,0,370,7,2,3,0,2,1,0,1,0,1,1982,1999,3,23,33,SW,51.0,6.0,RENTON,22940,2,2,3,2,0,0,02/13/2019,2019
228269,631150,45,475000,351  NW 182ND ST   98177,351  ,182ND                    ,98177,1.0,7,1100,0,0,0,1100,0,0,0,0,0, ,0,0,170,5,1,3,0,0,1,1,0,0,0,1951,0,3,26,12,NE,1.0,3.0,SHORELINE,7580,2,2,4,0,0,0,06/27/2019,2019
228270,632600,160,535000,2923  SW 116TH ST   98146,2923 ,116TH                    ,98146,1.0,7,1550,0,0,0,1550,0,0,0,0,0,N,0,0,0,5,2,4,0,0,1,1,0,0,0,1955,0,4,23,12,NW,49.0,3.0,BURIEN,7200,2,2,4,0,0,0,07/01/2019,2019
228280,601850,95,378000,1125   LAFROMBOISE ST   98022,1125 ,LAFROMBOISE              ,98022,1.0,6,1070,0,0,0,1430,1070,360,5,0,0,N,0,0,0,5,2,3,0,1,1,0,1,0,1,1946,0,5,20,23,SE,41.0,3.0,ENUMCLAW,5600,2,2,4,2,0,0,10/10/2019,2019
228296,620405,50,832000,11140  NE 162ND ST   98011,11140,162ND                    ,98011,2.0,8,1160,0,1480,0,2640,0,0,0,0,410, ,70,0,330,5,2,4,1,0,2,1,0,0,0,2006,0,3,26,17,NE,38.0,3.0,BOTHELL,7978,2,2,4,2,0,0,11/18/2019,2019
228312,619840,205,358900,11855  SE 188TH ST   98058,11855,188TH                    ,98058,1.0,7,1140,0,0,0,1140,0,0,0,0,0, ,0,0,0,5,1,3,0,0,1,1,0,0,0,1960,0,4,23,33,SW,51.0,6.0,RENTON,10113,2,1,4,2,0,0,06/12/2019,2019
